5,0.9670399999999999
7,0.21839999999999998
9,0.0155
11,0.02258
13,0.03724
15,0.0638
17,0.08036
19,0.11082
21,0.1879
23,0.18836
25,0.30802000000000007
27,0.3287
29,0.45199999999999996
31,0.48525999999999997
33,0.6465
35,1.0135999999999998
37,0.8462399999999999
39,1.33292
41,1.3679
43,1.75028
45,2.09878
47,2.19496
49,2.60398
51,3.07396
53,3.40116
55,4.11834
57,4.646380000000001
59,4.636100000000001
61,3.1958399999999996
63,3.9315799999999994
65,4.24188
67,4.60312
69,5.59014
71,5.93402
73,6.51326
75,7.586600000000002
77,7.84666
79,9.760720000000001
81,9.59082
83,11.31022
85,11.58226
87,12.99418
89,14.68134
91,15.70428
93,17.88724
95,18.23964
97,20.62912
99,22.02962
101,24.39002
103,25.540419999999997
105,29.43526
107,33.17882
109,33.08540000000001
111,34.210420000000006
113,40.24736
115,43.27156
117,47.59044
119,46.47089999999999
121,52.79072
123,53.74848000000001
125,63.3491
127,69.03342
129,67.59202
131,68.6221
133,73.83194
135,79.56996
137,83.51338000000001
139,88.39743999999999
141,96.40486000000001
143,101.40380000000002
145,105.98092000000001
147,112.15610000000001
149,115.88381999999999
151,130.22665999999998
153,151.80028
155,173.31914
157,152.6732
159,157.66882
161,161.50495999999998
163,177.71448
165,210.30751999999998
167,180.74421999999998
169,198.70548
171,220.24540000000002
173,253.46406000000002
175,245.78669999999997
177,245.5697
179,279.5401
181,293.50908
183,274.22554
185,324.33903999999995
187,304.89307999999994
189,330.8483
191,357.69868
193,331.12554
195,350.79042
197,382.24486
199,419.96720000000005
201,410.9982
203,415.63019999999995
