5,1.17284
7,0.044120000000000006
9,0.03362
11,0.036180000000000004
13,0.04222
15,0.04746
17,0.5373599999999998
19,0.06833999999999998
21,0.07696
23,0.09754
25,0.10606
27,0.40926
29,0.21736
31,0.8146799999999998
33,0.21642
35,0.6205400000000001
37,0.29512
39,1.1347400000000003
41,1.20594
43,1.4848599999999998
45,0.4859400000000001
47,1.2443399999999998
49,1.3299
51,1.8736800000000002
53,1.9406199999999998
55,2.1562799999999998
57,2.5336600000000002
59,2.45244
61,2.5015
63,2.41454
65,3.24594
67,4.79694
69,5.084900000000001
71,8.026639999999999
73,5.5589200000000005
75,4.58766
77,6.4977599999999995
79,7.2703999999999995
81,6.267439999999999
83,6.750099999999999
85,9.25528
87,7.92544
89,9.643200000000002
91,13.873319999999998
93,12.2882
95,14.8443
97,15.35678
99,15.97508
101,14.225999999999999
103,19.99116
105,19.483179999999997
107,13.0789
109,26.274040000000003
111,26.858619999999995
113,21.49296
115,26.935060000000004
117,32.22096
119,31.846539999999997
121,29.37104
123,33.296820000000004
125,58.56139999999999
127,48.3507
129,43.182
131,44.87806
133,44.04997999999999
135,43.0024
137,45.1834
139,47.327560000000005
141,52.77866
143,60.71022000000001
145,62.331680000000006
147,71.19698000000001
149,77.64806
151,79.94136
153,65.39736
155,72.57162000000001
157,89.58631999999999
159,80.94775999999999
161,90.59476
163,103.4211
165,106.87998
167,203.65712000000002
169,96.76505999999999
171,109.70748
173,111.54104
175,121.33022000000001
177,142.32668
179,156.4623
181,162.02353999999997
183,138.37018
185,186.51896
187,183.56098000000003
189,186.05598
191,215.76144000000005
193,169.67748
195,184.05705999999998
197,221.21396
199,234.64733999999999
201,205.32828
203,222.25354
